StudentNumber,Gender,GradeLevel,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,RiskRating
2568,Female,6,4,5,5,6,3,7,4,2,6,1,6,4,5,6,4,5,5,5,3,4,5,6,4,2,5,2,5,6,Low
2569,Female,6,3,5,6,5,1,6,4,7,3,3,7,2,5,3,5,3,7,4,2,6,4,4,6,3,5,3,4,7,Low
2570,Male,6,6,2,4,2,2,2,2,4,6,6,2,4,4,2,6,4,6,4,6,4,6,6,2,6,4,4,2,4,Medium
2571,Male,6,5,6,6,4,5,5,6,7,6,4,6,3,6,5,6,4,6,3,3,5,5,5,3,4,7,2,6,4,Low
2572,Female,6,5,5,5,6,1,5,2,4,3,2,4,3,4,4,4,4,1,3,3,3,3,4,6,6,5,1,2,4,Low
2573,Male,6,4,6,6,5,1,7,2,5,6,5,5,4,4,3,5,7,5,6,2,5,3,4,5,5,7,3,5,5,Low
2574,Female,6,5,4,4,6,3,5,4,5,5,5,5,1,6,4,4,2,3,4,2,4,7,2,4,5,5,3,5,6,Low
2575,Female,6,4,6,5,5,4,5,4,5,6,6,4,2,5,6,4,5,6,4,1,6,6,7,6,5,5,2,5,4,Low
2576,Female,6,7,6,4,6,1,7,6,5,7,6,4,3,5,6,5,7,7,6,1,4,7,5,5,6,3,3,6,6,Low
2577,Female,6,5,4,5,5,1,3,6,5,7,3,7,3,6,5,5,5,7,4,3,3,7,5,5,7,4,3,5,7,Low
2578,Female,6,4,4,4,6,2,5,4,5,6,2,6,2,4,5,5,6,6,4,3,7,5,5,6,7,6,4,7,7,Low
2579,Male,6,6,5,6,5,3,6,3,5,7,4,4,3,6,6,3,6,5,6,4,5,4,5,7,6,4,2,7,6,Low
2580,Female,6,5,5,2,4,1,5,5,4,6,3,4,2,6,6,4,7,4,7,3,5,6,7,5,4,6,2,7,7,Low
2581,Female,6,3,6,5,5,3,7,4,4,6,7,6,3,7,6,6,7,4,7,2,5,5,5,6,3,7,1,4,5,Low
2582,Female,6,5,6,5,5,2,5,4,7,7,7,7,1,6,7,5,7,5,5,3,7,5,4,5,5,5,2,7,6,Low
2583,Male,6,4,5,5,6,2,5,4,5,4,4,7,1,6,5,4,5,3,4,3,5,5,5,7,5,4,2,4,7,Low
2584,Male,6,5,6,5,4,5,5,3,5,5,5,4,2,5,5,5,3,3,6,3,6,6,4,5,4,5,4,6,6,Low
2585,Male,6,5,7,5,7,3,6,5,4,5,5,5,2,6,6,4,6,4,5,2,5,5,3,5,6,4,2,5,4,Low
2586,Male,6,6,4,6,5,2,5,2,4,7,5,4,2,6,7,4,7,5,4,1,6,7,3,3,5,6,2,6,4,Low
2587,Female,6,5,4,6,6,4,6,4,5,5,4,7,3,4,5,4,5,6,7,2,5,4,4,4,7,6,3,7,4,Low
2588,Female,6,2,4,4,6,6,6,4,4,6,4,2,6,6,6,4,2,2,4,4,6,4,4,2,6,4,6,4,4,High
2589,Male,6,6,6,6,5,3,7,4,4,7,5,4,3,5,4,6,6,5,6,2,6,4,4,4,5,6,1,6,5,Low
2590,Male,6,5,5,5,5,4,4,4,7,5,4,5,1,6,4,4,5,4,7,1,5,5,4,5,3,6,3,7,5,Low
2591,Female,6,6,7,4,6,1,5,4,5,7,6,4,3,6,5,3,5,4,6,2,5,5,6,6,6,6,4,5,4,Low
2592,Male,6,3,6,5,4,3,6,4,6,5,6,5,2,6,5,5,4,5,6,1,5,6,4,4,4,6,3,6,4,Low
2593,Female,6,6,4,5,5,2,5,3,6,5,4,3,1,2,4,4,6,6,7,1,5,6,5,4,5,4,2,4,5,Low
2594,Female,6,5,6,1,6,3,7,5,5,7,5,5,2,6,6,6,7,6,3,7,6,5,5,6,4,4,1,6,6,Low
2595,Female,6,5,5,6,5,6,5,4,2,6,4,7,1,4,6,5,4,3,5,3,3,5,4,4,7,5,4,6,7,Low
2596,Male,6,4,4,5,7,4,6,5,7,4,5,6,3,7,5,5,6,4,6,3,6,5,5,6,6,5,4,5,6,Low
2597,Female,6,6,6,4,7,3,7,4,6,7,6,4,3,6,6,3,4,5,4,4,5,4,6,5,6,6,2,4,7,Low
2598,Female,6,7,6,4,5,3,7,4,3,5,5,5,2,6,4,7,6,6,4,2,5,4,6,5,6,7,2,3,6,Low
2599,Male,6,3,7,5,6,2,7,3,7,5,6,7,2,6,6,3,3,5,7,3,3,4,2,6,5,5,1,7,5,Low
2600,Male,6,2,4,4,4,2,4,4,4,4,4,5,4,4,4,4,4,5,6,2,4,4,4,4,4,6,4,4,3,Low
2601,Female,6,5,5,4,6,3,6,6,5,4,5,4,3,6,6,4,6,6,6,2,4,7,5,6,5,6,2,6,6,Low
2602,Male,6,5,7,5,6,3,7,6,5,7,5,7,3,7,6,7,5,5,6,2,6,7,5,7,7,7,4,6,7,Low
2603,Male,6,5,5,4,5,6,4,5,4,6,4,5,2,5,6,3,4,5,7,3,5,7,6,5,2,7,2,5,6,Low
2604,Male,6,5,6,3,6,3,6,2,6,7,5,6,3,5,4,4,5,7,5,3,7,7,4,5,4,6,3,4,6,Low
2605,Male,6,5,4,4,4,3,4,5,6,3,4,7,2,7,3,2,6,3,5,2,6,4,6,6,5,3,3,6,7,Low
2606,Female,6,5,5,4,7,2,4,3,4,6,6,6,4,5,5,6,5,3,5,2,4,5,5,5,4,4,2,7,4,Low
2607,Male,6,4,5,5,5,5,4,2,4,4,5,6,3,6,6,4,4,4,6,3,7,6,5,4,5,4,2,7,4,Low
2608,Male,6,4,5,6,5,2,6,4,3,7,4,5,1,6,7,4,7,5,3,2,5,4,6,5,3,5,3,5,7,Low
2609,Male,6,6,5,2,4,1,5,5,4,7,4,7,2,6,5,5,5,4,5,3,6,6,5,7,4,7,3,6,6,Low
2610,Male,6,4,5,6,1,1,6,4,6,5,6,4,2,6,5,6,4,6,6,1,6,5,5,5,6,6,4,7,5,Low
2611,Male,6,5,5,2,3,2,4,5,3,5,3,3,3,6,5,4,4,5,4,4,6,5,3,6,4,5,2,5,5,Low
2612,Male,6,3,6,6,6,2,5,3,3,5,6,5,6,5,5,5,5,3,6,2,6,5,4,6,4,6,1,7,7,Low
2613,Female,6,4,3,4,5,5,4,6,6,6,5,5,1,5,6,5,6,3,5,2,6,6,5,7,5,7,1,5,4,Low
2614,Female,6,6,6,5,6,1,6,4,6,5,5,6,2,4,4,5,5,5,5,1,5,6,3,6,2,5,3,5,7,Low
2615,Male,6,7,7,5,5,3,7,5,5,7,6,4,3,5,5,4,7,4,7,4,5,5,5,7,5,5,3,4,7,Low
2616,Male,6,4,4,4,6,4,5,6,5,6,5,6,3,4,4,6,4,5,4,3,4,4,5,7,4,4,4,7,5,Low
2617,Male,6,4,7,3,6,4,5,5,6,6,4,4,3,7,5,5,6,5,7,2,7,7,3,5,4,4,2,7,4,Low
2618,Female,6,5,7,5,6,3,6,3,5,7,6,5,2,7,7,6,7,4,5,4,5,7,4,5,7,5,3,5,7,Low
2619,Male,6,4,5,5,7,3,6,3,5,4,5,6,1,6,5,7,3,6,6,2,5,4,5,5,7,7,4,5,5,Low
2620,Female,6,5,6,5,5,5,7,4,4,7,6,5,3,5,5,4,6,7,6,3,7,6,5,6,4,6,3,5,5,Low
2621,Female,6,6,5,7,5,3,7,4,4,6,3,6,1,5,6,7,7,6,7,1,7,7,5,4,6,7,1,4,5,Low
2622,Female,6,6,6,5,3,4,6,3,3,7,7,3,1,6,5,5,6,2,5,4,5,6,6,6,4,5,2,4,3,Low
2623,Male,6,5,6,6,5,1,5,3,3,7,2,5,3,4,5,4,5,5,5,2,5,6,3,6,5,7,2,7,7,Low
2624,Male,6,5,5,5,7,3,6,6,4,3,6,4,3,6,5,3,7,3,5,4,5,5,6,6,6,6,4,4,6,Low
2625,Female,6,4,4,5,7,3,6,4,5,7,5,4,1,6,6,6,4,4,6,3,6,5,3,5,2,6,4,3,5,Low
2626,Female,6,6,6,5,3,2,6,3,4,7,4,5,3,5,4,2,4,6,5,3,3,3,3,6,5,3,2,5,4,Low
2627,Male,6,4,6,4,5,2,5,5,5,7,6,6,1,7,4,5,5,6,6,4,4,4,5,6,5,4,3,5,5,Low
2628,Female,6,4,6,3,5,2,6,4,4,6,6,5,1,3,4,5,5,5,6,3,6,7,5,5,6,2,2,5,6,Low
2629,Female,6,7,6,6,5,2,7,5,6,7,7,7,3,4,6,6,7,7,5,4,5,5,6,7,4,7,4,7,6,Low
2630,Female,6,5,7,6,5,4,6,5,5,7,5,7,3,5,5,5,6,3,7,3,7,5,3,6,4,5,3,7,4,Low
2631,Female,6,3,5,5,7,3,4,4,4,4,6,6,2,7,6,4,5,3,5,2,5,5,5,7,4,6,4,6,5,Low
2632,Male,6,4,7,5,3,2,7,3,1,7,5,4,4,5,3,5,5,4,4,4,5,5,4,5,4,4,2,6,4,Low
2633,Male,6,5,4,5,5,2,4,3,5,4,4,4,5,7,5,3,6,4,7,4,4,7,4,5,4,5,3,3,5,Low
2634,Male,6,2,4,3,5,1,4,1,4,4,2,3,1,3,6,3,4,3,5,1,4,3,4,4,5,6,3,4,5,Low
2635,Female,6,7,3,5,3,2,6,5,4,2,5,4,2,6,6,4,6,6,5,4,1,7,5,4,4,6,2,6,4,Low
2636,Female,6,7,3,4,4,4,3,5,3,4,6,6,3,6,7,6,5,6,6,3,5,5,5,3,6,5,2,5,6,Low
2637,Male,6,4,4,7,5,3,5,2,5,5,5,4,3,5,5,6,4,3,6,4,6,7,5,5,7,4,1,5,4,Low
2638,Male,6,3,4,5,6,4,4,4,4,6,3,4,2,6,6,4,7,4,6,1,6,7,5,5,5,5,1,5,4,Low
2639,Male,6,7,7,5,6,3,7,4,5,6,3,5,4,5,4,5,5,2,4,3,7,7,6,5,4,5,1,4,5,Low
2640,Male,6,6,7,5,6,3,6,5,5,4,6,5,4,6,3,5,2,5,5,3,4,4,3,6,5,6,2,6,5,Low
2641,Female,6,6,4,4,4,2,4,6,6,2,2,2,2,2,2,6,2,6,6,4,2,4,2,3,4,6,4,2,2,Low
2642,Female,6,3,2,4,6,1,4,2,3,5,2,4,1,6,4,4,4,3,3,2,4,2,6,6,3,5,2,4,3,Low
2643,Male,6,4,4,5,7,5,5,3,4,3,5,5,1,4,5,5,3,4,4,1,6,5,6,7,4,5,3,6,6,Low
2644,Male,6,5,6,6,5,4,7,3,7,7,5,6,2,5,7,6,5,3,5,2,5,6,4,5,5,5,2,7,6,Low
2645,Male,6,5,7,6,7,3,7,4,6,7,6,6,3,7,7,7,7,5,7,3,5,6,5,7,7,6,4,5,6,Low
2646,Male,6,3,4,5,5,2,7,4,4,4,3,6,2,7,4,4,6,2,7,2,6,5,5,5,6,3,1,7,6,Low
2647,Female,6,5,5,3,5,3,3,5,5,4,5,6,2,6,5,4,6,5,6,3,6,5,3,3,6,5,1,7,7,Low
2648,Female,6,5,5,5,6,2,5,7,5,2,4,6,1,7,3,3,5,4,7,4,6,5,5,5,6,7,1,6,5,Low
2649,Male,6,3,6,4,4,4,7,4,5,7,7,6,3,6,4,4,4,2,6,3,7,7,4,5,2,5,3,4,7,Low
2650,Female,6,7,4,3,6,1,4,3,3,3,6,5,2,5,5,4,5,7,3,4,4,5,4,5,4,4,2,5,6,Low
2651,Male,6,4,4,4,4,3,7,4,3,6,5,5,4,6,5,4,5,5,5,1,4,5,6,7,3,5,3,4,4,Low
2652,Male,6,6,6,4,4,3,5,5,4,5,5,5,4,7,7,5,7,5,6,3,5,6,7,6,5,4,3,4,5,Low
2653,Female,6,2,4,4,7,4,5,2,4,5,6,5,3,6,4,6,4,5,6,3,5,5,4,7,7,5,1,6,5,Low
2654,Male,6,3,3,4,3,2,3,2,5,3,2,5,1,4,6,5,6,5,4,1,3,5,5,4,4,6,2,5,5,Low
2655,Male,6,2,3,3,4,2,4,3,4,4,2,2,2,5,4,2,6,3,1,1,3,5,3,4,3,3,2,4,3,Low
2656,Male,6,4,5,5,5,1,4,3,2,5,3,4,1,6,5,5,4,5,4,1,5,4,5,6,4,3,1,3,4,Low
2657,Male,6,5,5,5,6,1,5,4,7,3,6,5,1,7,4,4,5,4,7,1,5,4,6,7,4,5,2,5,4,Low
2658,Male,6,4,5,5,5,2,5,3,3,6,5,5,1,6,5,4,6,5,7,1,6,7,2,7,4,5,3,4,7,Low
2659,Male,6,5,6,3,6,3,6,5,4,6,7,6,2,5,4,5,6,4,6,3,6,4,4,6,6,6,2,5,4,Low
2660,Male,6,3,5,2,7,2,4,4,5,5,3,7,3,5,5,4,6,2,4,1,6,5,5,4,6,6,1,6,5,Low
2661,Male,6,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,7,4,4,4,4,4,4,4,4,Low
2662,Female,6,4,5,5,4,3,6,4,3,5,5,5,3,7,6,4,4,4,6,4,6,4,4,7,5,6,3,5,3,Low
2663,Male,6,4,6,3,5,1,5,5,4,5,4,7,4,3,5,4,5,5,6,1,7,5,7,6,5,6,4,5,5,Low
2664,Male,6,4,5,5,6,1,4,5,3,5,5,4,1,6,5,5,7,4,7,3,4,5,5,4,3,5,1,4,4,Low
2665,Male,6,4,7,4,5,1,6,3,5,6,3,5,2,3,6,4,6,4,6,2,7,6,6,7,5,7,3,5,6,Low
2666,Male,6,6,6,3,7,3,6,3,6,6,5,7,4,6,4,6,4,1,4,3,4,2,3,2,6,5,2,7,6,Low
2667,Male,6,5,6,5,4,3,5,6,5,7,4,7,4,4,6,5,5,7,4,2,7,7,5,4,5,4,2,5,5,Low
2668,Female,6,5,5,6,5,3,6,4,4,6,4,5,3,6,4,5,6,6,6,1,5,5,4,5,6,6,2,5,5,Low
2669,Male,6,4,6,5,5,3,6,5,5,7,4,7,4,6,7,3,6,5,5,2,5,5,4,6,5,4,1,6,5,Low
2670,Male,6,3,5,5,7,2,6,3,4,6,4,5,4,6,6,6,5,4,5,5,7,4,2,6,3,7,2,6,6,Low
2671,Female,6,5,7,5,7,3,7,4,6,7,4,3,3,6,4,6,7,4,6,3,7,5,4,4,6,3,5,6,6,Low
2672,Male,6,6,3,2,3,2,7,3,4,6,3,6,2,5,5,3,4,4,7,4,5,6,3,4,4,4,1,4,5,Low
2673,Female,6,4,5,5,4,3,5,6,7,6,6,4,3,6,5,5,6,5,6,2,3,5,4,6,4,5,4,5,7,Low
2674,Female,6,5,3,3,7,1,5,3,4,7,5,5,2,5,5,5,5,5,5,3,7,4,3,4,3,4,2,6,5,Low
2675,Female,6,4,5,4,7,2,5,4,3,5,4,6,6,6,6,5,7,6,6,4,5,5,6,6,4,4,4,4,4,Low
2676,Male,6,6,5,3,5,1,5,4,2,4,7,5,1,6,5,3,7,4,5,3,6,6,5,4,6,6,1,4,6,Low
2677,Female,6,4,5,4,6,3,7,4,5,5,5,5,3,4,7,5,6,7,6,2,4,5,2,5,4,5,3,4,4,Low
2678,Male,6,3,5,4,4,3,7,5,5,7,7,7,3,7,6,4,7,6,6,3,4,4,7,3,7,6,3,5,5,Low
2679,Male,6,5,6,5,7,1,6,4,6,6,4,5,2,5,7,4,5,3,5,1,5,7,4,5,5,6,3,5,5,Low
2680,Female,6,7,5,7,5,4,5,4,5,7,5,6,2,5,5,5,5,7,7,3,5,6,4,6,4,4,3,6,7,Low
2681,Male,6,4,6,5,6,3,6,4,3,6,4,7,4,3,4,5,6,6,3,4,7,5,6,5,6,6,4,5,4,Low
2682,Female,6,7,6,4,7,3,5,4,4,6,3,6,1,5,7,4,5,5,5,3,5,6,4,5,3,7,2,5,5,Low
2683,Male,6,4,4,3,7,1,5,3,5,5,5,5,3,6,5,6,7,5,5,3,7,5,6,7,5,7,2,7,7,Low
2684,Male,6,6,5,4,5,3,6,6,5,5,7,7,4,4,6,5,6,5,3,2,4,6,7,6,6,6,5,5,4,Low
2685,Male,6,3,5,5,5,6,6,3,7,5,4,5,4,4,5,5,5,3,4,1,5,5,4,7,3,1,3,4,3,Low
2686,Male,6,6,6,5,7,6,7,4,4,6,3,5,3,4,5,6,7,4,6,3,6,4,5,7,4,7,1,4,7,Low
2687,Female,6,7,5,5,5,1,6,4,4,4,3,3,2,4,5,5,5,5,7,3,5,5,5,5,3,6,3,5,4,Low
2688,Female,6,4,6,1,3,2,2,3,5,7,4,6,2,5,7,3,6,4,6,3,5,4,5,5,2,5,2,5,5,Low
2689,Female,6,5,5,3,6,1,5,4,3,4,7,5,1,2,6,7,7,4,5,3,4,3,3,4,5,5,2,5,5,Low
2690,Female,6,4,6,4,6,4,7,2,6,3,2,4,4,6,2,4,2,6,4,6,4,4,6,6,4,6,6,2,4,Medium
2691,Female,6,3,5,4,7,3,6,5,3,6,7,7,4,7,3,4,6,4,6,1,5,7,5,4,4,6,2,5,6,Low
2692,Male,6,5,6,4,4,4,7,4,6,7,5,6,4,5,5,7,6,4,7,5,7,6,5,5,7,3,3,6,6,Low
2693,Male,6,4,3,5,2,2,5,3,5,6,4,6,4,5,6,6,4,3,6,3,4,6,3,4,5,3,1,5,5,Low
2694,Female,6,3,6,3,4,2,6,4,5,7,5,5,1,4,4,6,6,4,4,5,4,5,4,7,5,3,3,2,7,Low
2695,Male,6,5,6,6,3,3,6,6,3,6,5,7,2,7,7,2,7,3,4,6,4,7,4,5,3,6,4,7,7,Low
2696,Female,6,4,6,5,6,3,7,5,4,7,5,5,1,5,5,4,5,7,2,2,4,7,2,7,7,7,1,7,6,Low
2697,Male,6,6,5,4,4,1,5,5,3,5,3,4,3,6,6,5,4,4,7,1,7,5,6,4,3,4,4,5,6,Low
2698,Male,6,5,4,4,5,4,5,5,3,7,3,3,5,4,5,5,4,3,5,1,5,6,5,6,4,5,1,6,5,Low
2699,Female,6,4,5,3,5,2,5,4,6,5,7,5,2,6,2,3,5,5,4,3,5,5,4,6,4,7,2,6,5,Low
2700,Female,6,4,6,4,5,2,6,4,3,4,2,6,1,1,5,5,6,5,6,1,3,6,4,6,5,5,3,5,6,Low
2701,Female,6,6,6,5,5,2,7,4,5,7,1,5,3,7,4,4,6,3,5,2,6,5,2,5,3,4,3,6,6,Low
2702,Female,6,5,7,6,4,2,5,4,7,7,3,4,3,7,6,3,4,5,6,2,6,7,6,7,5,7,2,6,1,Low
2703,Female,6,5,5,7,4,3,6,4,5,4,4,5,2,6,6,6,6,5,4,2,6,7,7,6,4,7,2,5,3,Low
2704,Male,6,5,6,6,7,4,3,6,4,5,6,4,3,4,4,6,5,4,7,3,7,5,4,7,4,4,3,5,6,Low
2705,Female,6,5,6,4,4,1,6,2,4,7,3,6,2,6,5,5,6,5,3,3,4,5,3,5,3,6,3,6,5,Low
2706,Male,6,4,5,6,4,2,7,4,4,6,4,7,2,6,4,3,4,4,6,3,4,6,5,4,4,4,3,5,6,Low
2707,Male,6,4,4,3,7,1,6,5,4,4,5,5,2,5,7,4,7,5,3,1,6,5,4,6,3,5,2,7,6,Low
2708,Female,6,4,3,5,4,2,5,3,3,5,3,7,4,5,6,4,6,4,7,2,5,5,4,7,4,7,2,3,5,Low
2709,Male,6,5,4,6,5,4,5,6,6,3,5,5,1,4,5,2,6,3,6,3,7,5,6,7,3,6,3,5,5,Low
2710,Female,6,4,2,2,4,2,2,4,2,2,6,6,6,4,4,6,4,2,4,4,4,2,2,4,1,6,2,6,2,Low
2711,Female,6,4,6,7,6,2,6,4,4,7,5,6,2,5,6,4,3,4,4,3,3,7,4,3,5,4,4,7,4,Low
2712,Male,6,5,6,6,5,1,7,4,6,6,6,5,3,4,4,5,5,3,7,4,6,5,5,6,4,4,3,7,6,Low
2713,Male,6,6,4,4,7,5,5,3,5,3,6,5,2,6,6,4,6,5,5,3,5,5,7,5,5,7,2,3,6,Low
2714,Female,6,5,5,4,7,5,5,4,4,4,4,5,3,5,4,6,4,6,4,1,5,4,4,7,5,5,1,7,6,Low
2715,Male,6,5,7,6,7,2,7,6,5,7,7,6,3,7,6,5,6,5,5,4,6,6,5,6,5,5,3,6,6,Low
2716,Male,6,4,5,5,6,3,3,4,5,6,5,7,1,7,3,3,4,4,4,3,3,6,2,5,6,5,1,5,7,Low
2717,Male,6,5,6,5,5,2,7,2,5,6,5,3,3,5,7,5,6,4,7,2,4,5,7,5,2,5,1,4,6,Low
2718,Female,6,6,7,6,6,1,7,4,3,5,5,5,2,6,4,5,6,5,6,4,5,6,5,5,5,3,2,4,4,Low
2719,Female,6,6,5,6,4,2,6,3,7,4,5,5,3,5,6,2,7,5,5,4,5,7,6,6,4,3,2,4,6,Low
2720,Female,6,4,4,2,6,1,6,5,5,3,5,5,5,5,5,4,5,5,6,1,5,5,5,5,5,7,3,6,6,Low
2721,Female,6,4,3,6,5,1,5,5,5,5,4,5,1,4,5,7,6,4,6,4,7,6,4,4,6,6,3,3,5,Low
2722,Female,6,4,7,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,Low
2723,Male,6,3,7,3,7,3,7,4,4,5,5,5,1,5,7,5,7,5,7,2,7,4,4,6,6,7,3,5,6,Low
2724,Male,6,4,4,4,5,4,6,7,4,7,5,5,5,5,5,5,5,5,4,3,5,6,4,5,6,6,3,4,5,Low
2725,Male,6,4,5,4,6,2,4,5,5,5,5,4,2,4,5,6,6,5,4,2,7,7,4,7,5,6,3,5,5,Low
2726,Male,6,3,5,5,6,2,7,5,5,6,5,6,1,5,6,4,5,5,6,3,4,5,6,6,6,5,4,6,4,Low
2727,Female,6,4,3,4,4,2,5,4,4,6,4,7,1,7,5,5,7,4,5,1,5,7,3,4,5,5,2,6,7,Low
2728,Female,6,4,6,5,7,3,6,4,4,5,4,5,2,1,6,6,7,3,6,1,3,4,5,5,4,4,1,6,5,Low
2729,Female,6,6,7,5,6,1,6,2,6,5,2,6,3,6,4,3,5,6,6,4,6,7,4,6,6,4,3,5,4,Low
2730,Female,6,6,5,4,5,4,5,5,4,5,7,5,2,5,5,3,5,2,5,1,5,6,5,4,3,5,1,5,6,Low
2731,Male,6,1,5,4,6,3,6,4,4,5,3,7,2,4,5,4,5,4,1,6,6,7,4,5,4,5,2,6,5,Low
2732,Male,6,4,7,5,5,2,6,6,4,7,6,6,4,6,6,6,5,4,6,2,6,5,4,6,4,2,2,4,5,Low
2733,Female,6,6,5,6,6,4,4,3,4,5,5,3,4,6,6,4,5,6,7,2,7,6,7,5,6,7,2,7,5,Low
2734,Female,6,5,5,5,2,3,5,3,5,6,5,6,1,5,3,6,7,6,4,1,5,7,3,7,3,4,3,3,6,Low
2735,Female,6,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,5,4,6,4,4,4,3,4,4,4,4,5,5,Low
2736,Male,6,5,6,2,3,3,5,3,3,5,4,4,3,6,6,3,6,5,4,3,6,6,6,4,1,5,2,7,6,Low
2737,Male,6,4,4,4,4,4,4,4,5,7,4,4,3,6,4,6,4,4,4,4,4,5,4,4,4,5,2,4,4,Low
2738,Male,6,4,6,4,4,2,7,4,5,7,3,3,3,5,6,6,5,4,4,3,5,5,2,5,3,2,2,4,7,Low
2739,Male,6,5,6,6,7,3,5,6,6,6,4,7,3,7,5,7,5,6,7,4,7,6,4,6,7,5,2,5,6,Low
2740,Female,6,5,4,4,4,4,4,3,4,5,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,6,6,Low
2741,Male,6,2,4,6,4,6,2,4,6,6,2,5,4,6,2,6,4,4,6,6,6,6,4,6,6,6,4,2,7,Low
2742,Male,6,6,5,4,3,4,7,5,6,5,5,7,2,3,5,5,5,3,5,3,6,4,2,5,4,7,2,5,4,Low
2743,Male,6,4,5,3,6,2,7,5,4,3,5,5,2,6,7,4,3,4,5,3,5,4,5,7,6,5,3,6,5,Low
2744,Female,6,4,5,4,7,4,5,4,4,6,4,4,2,6,4,4,6,6,4,2,5,5,4,5,5,4,1,7,5,Low
2745,Male,6,3,6,4,7,3,6,4,6,7,5,4,3,5,2,3,5,6,5,3,5,6,6,6,6,5,3,3,5,Low
2746,Female,6,5,4,5,3,1,6,3,6,5,5,6,4,6,4,6,4,3,3,1,6,4,4,5,5,4,1,6,5,Low
2747,Female,6,5,6,5,6,3,7,5,5,7,5,3,3,5,5,2,6,5,3,2,5,7,5,7,5,6,2,4,6,Low
2748,Female,6,6,5,5,5,2,4,5,6,4,4,6,3,5,5,5,5,3,6,2,6,5,4,6,6,5,1,6,6,Low
2749,Female,6,4,6,3,5,4,7,4,7,6,6,5,3,6,6,5,6,5,4,1,4,6,3,6,5,7,3,6,7,Low
2750,Male,6,5,7,4,5,3,7,4,6,7,4,5,3,4,5,4,3,4,5,1,6,5,5,7,4,6,3,7,5,Low
2751,Female,6,4,6,4,7,3,6,3,6,6,2,5,1,6,7,3,5,4,6,3,7,4,5,6,4,6,3,5,3,Low
2752,Male,6,3,6,4,5,1,6,3,5,5,2,5,3,4,5,5,6,7,6,4,5,6,5,5,2,5,1,5,7,Low
2753,Male,6,5,6,3,3,2,2,6,5,7,3,7,2,4,3,6,5,4,3,1,4,7,3,6,5,6,2,5,5,Low
2754,Male,6,5,3,7,3,2,4,3,7,4,5,6,3,5,5,5,4,4,6,2,5,7,4,4,6,7,4,6,6,Low
2755,Female,6,4,7,4,7,3,7,5,6,7,7,5,3,7,5,7,7,5,5,3,6,7,6,6,6,6,3,7,7,Low
2756,Male,6,3,7,7,5,1,6,4,6,6,5,5,4,6,6,4,6,5,6,3,5,6,5,5,4,6,2,5,5,Low
2757,Female,6,4,5,4,3,1,4,3,3,3,3,6,2,7,7,6,5,4,4,1,7,4,5,5,5,6,1,5,4,Low
2758,Male,6,3,7,2,3,1,6,1,4,7,3,5,2,5,5,6,5,5,5,3,6,5,4,6,3,5,1,6,5,Low
2759,Female,6,3,5,6,5,3,5,6,5,4,5,6,3,4,4,5,4,4,7,2,7,5,5,5,5,4,1,7,7,Low
2760,Male,6,6,3,4,7,3,6,5,3,5,5,7,2,6,2,3,6,7,6,2,6,3,5,6,4,5,3,5,4,Low
2761,Female,6,5,6,7,5,4,5,6,6,7,3,6,4,7,6,5,4,4,5,1,6,6,4,7,5,7,3,4,6,Low
2762,Female,6,5,6,5,4,3,6,6,3,6,5,6,2,6,6,4,5,5,5,4,5,5,4,5,5,6,1,5,5,Low
2763,Male,6,5,4,5,4,1,7,3,6,5,6,4,4,5,7,4,5,3,7,4,5,7,4,4,4,7,3,5,5,Low
2764,Male,6,4,5,6,5,4,6,6,6,6,4,4,1,5,7,4,7,2,7,1,7,5,5,4,4,5,3,5,6,Low
2765,Male,6,4,7,5,6,2,6,6,3,6,5,5,4,6,5,5,7,5,5,4,6,3,5,7,4,5,1,4,5,Low
2766,Female,6,6,4,2,6,1,6,5,2,5,6,6,3,5,7,6,6,4,6,1,7,7,2,6,4,5,3,5,4,Low
2767,Female,6,4,5,3,6,2,5,3,6,6,5,5,3,5,4,3,7,4,7,1,2,6,6,6,3,6,3,4,4,Low
2768,Female,6,5,2,6,4,3,6,4,4,4,4,5,3,6,4,6,5,5,2,1,4,7,5,5,6,5,1,4,7,Low
2769,Female,6,3,5,4,6,1,4,3,4,6,5,4,2,4,5,6,6,7,7,2,5,7,7,3,4,5,2,4,5,Low
2770,Female,6,6,6,5,5,3,7,3,4,6,3,6,2,2,6,4,6,5,4,3,4,5,6,6,2,6,3,7,3,Low
2771,Female,6,4,6,4,6,4,3,4,4,5,2,6,6,2,2,2,4,2,6,6,4,4,6,6,4,2,6,6,2,Medium
2772,Male,6,3,4,6,7,2,3,4,6,4,5,3,2,6,5,1,5,4,7,2,7,5,5,5,6,4,1,5,7,Low
2773,Male,6,4,4,2,2,2,6,4,6,6,1,4,6,2,6,6,6,6,2,4,6,4,4,4,4,2,4,6,6,Low
