Name,Gender,Grade,Because I need at least a high-school degree in order to find a high-paying job later on.,Because I experience pleasure and satisfaction while learning new things.,Because I think that a high-school education will help me better prepare for the career I have chosen.,Because I really like going to school.,"Honestly, I don't know; I really feel that I am wasting my time in school.",For the pleasure I experience while surpassing myself in my studies.,To prove to myself that I am capable of completing my high-school degree.,In order to obtain a more prestigious job later on.,For the pleasure I experience when I discover new things never seen before.,Because eventually it will enable me to enter the job market in a field that I like.,"Because for me, school is fun.","I once had good reasons for going to school; however, now I wonder whether I should continue.",For the pleasure that I experience while I am surpassing myself in one of my personal accomplishments.,"Because of the fact that when I succeed in school I feel
important.","Because I want to have ""the good life"" later on.","For the pleasure that I experience in broadening my
knowledge about subjects which appeal to me.",Because this will help me make a better choice regarding my career orientation.,"For the pleasure that I experience when I am taken by
discussions with interesting teachers.","I can't see why I go to school and frankly, I couldn't care
less.","For the satisfaction I feel when I am in the process of
accomplishing difficult academic activities.",To show myself that I am an intelligent person.,In order to have a better salary later on.,"Because my studies allow me to continue to learn about
many things that interest me.","Because I believe that my high school education will
improve my competence as a worker.","For the ""high"" feeling that I experience while reading about various interesting subjects.",I don't know; I can't understand what I am doing in school.,Because high school allows me to experience a personal satisfaction in my quest for excellence in my studies.,"Because I want to show myself that I can succeed in my
studies."
2407,Male,9,4,4,3,2,2,4,3,5,7,7,4,4,4,7,1,2,4,7,1,3,1,3,2,4,7,1,6,7
2408,Female,4,7,1,3,2,1,2,4,1,5,4,6,4,5,5,6,6,5,4,3,2,4,6,6,6,7,1,1,7
2409,Male,11,6,5,7,7,7,2,1,1,6,3,4,3,4,7,1,5,2,2,7,7,3,5,4,7,3,3,2,1
2410,Male,12,2,1,6,4,6,7,5,2,3,4,5,4,7,6,5,2,1,4,2,7,6,1,3,3,4,7,6,1
2411,Female,7,7,4,5,4,1,4,1,6,6,7,2,5,6,3,4,1,3,2,5,6,2,5,7,3,7,5,2,5
2412,Male,5,4,6,5,5,7,7,5,4,7,6,1,7,7,4,3,6,2,1,7,4,6,6,1,1,3,6,7,1
2413,Male,2,1,3,1,7,5,7,6,5,6,1,6,1,6,5,4,5,7,3,6,4,4,5,3,2,1,4,7,7
2414,Female,6,2,2,4,4,2,4,2,7,3,3,1,2,2,2,5,1,1,4,2,7,1,2,1,5,4,7,1,6
2415,Male,6,1,6,2,1,3,1,7,2,4,7,2,4,2,5,1,3,6,3,2,4,5,5,1,5,5,4,1,5
2416,Male,8,7,5,6,7,7,6,3,7,7,5,2,7,4,2,1,1,2,7,6,2,6,5,3,5,1,4,2,3
2417,Male,12,7,1,2,6,6,7,1,2,1,7,1,1,6,3,4,1,5,3,4,2,6,4,5,5,3,7,5,2
2418,Male,2,2,2,1,4,2,2,6,2,6,3,5,7,6,2,7,3,4,4,6,5,3,4,1,6,4,3,4,4
2419,Female,12,7,7,4,3,3,3,6,5,7,3,2,1,4,1,1,4,3,6,4,6,1,7,7,3,6,7,1,1
2420,Female,4,6,2,2,7,6,2,7,2,2,7,4,2,2,2,4,5,1,5,3,1,4,3,7,7,2,3,4,4
2421,Male,5,4,4,6,7,4,4,6,4,4,7,4,5,3,2,6,2,3,4,5,3,5,6,3,2,2,2,4,3
2422,Female,2,1,1,5,2,3,1,2,1,7,7,4,7,3,2,3,1,7,6,6,6,1,6,1,5,7,1,5,6
2423,Male,10,5,6,6,1,6,4,3,6,1,6,5,7,7,6,6,6,5,7,3,4,5,3,2,3,6,6,3,1
2424,Male,6,2,7,5,2,2,5,5,4,5,6,6,7,7,5,4,5,5,3,6,6,7,1,6,3,1,1,6,7
2425,Female,12,2,5,2,3,6,7,1,4,3,3,3,5,1,1,5,1,2,3,7,6,2,6,4,7,4,5,6,6
2426,Male,1,6,1,3,7,7,2,1,1,6,7,7,4,5,7,7,1,3,7,2,7,3,6,4,7,4,6,3,4
2427,Male,8,2,6,3,4,4,4,1,3,6,6,7,2,4,3,7,2,5,2,2,4,5,5,4,1,2,7,1,4
2428,Male,2,2,7,5,7,3,6,6,4,7,6,4,1,2,2,4,5,5,1,4,5,5,1,4,7,2,3,1,5
2429,Female,11,6,1,3,2,2,7,7,7,7,5,3,3,5,4,3,7,2,3,5,7,1,7,4,7,4,4,6,6
2430,Female,9,6,5,6,5,2,7,3,3,2,7,4,2,2,5,3,1,5,4,5,5,2,2,5,2,2,5,3,3
2431,Female,4,5,3,6,7,6,3,3,2,6,2,4,4,5,3,3,6,4,3,7,2,6,3,4,2,5,4,3,3
2432,Male,2,5,4,7,5,4,1,7,1,7,5,2,4,5,3,4,3,7,3,1,4,7,7,1,3,5,5,3,1
2433,Male,1,5,7,3,4,4,2,5,6,6,5,6,1,3,4,4,7,7,3,2,1,7,4,3,1,4,5,5,1
2434,Male,12,5,2,2,3,1,4,7,1,1,7,7,4,3,3,2,2,1,6,1,1,5,1,4,5,7,3,3,4
2435,Female,2,4,1,3,4,3,6,1,2,5,6,3,2,2,7,3,2,5,2,7,5,3,2,7,4,6,4,5,6
2436,Male,1,3,4,4,7,7,3,3,6,3,1,6,6,1,1,4,2,5,5,2,1,3,7,6,3,6,2,3,7
2437,Male,10,3,6,4,7,5,4,6,1,6,4,2,7,6,3,4,3,4,7,7,4,5,7,2,5,3,1,7,4
2438,Female,9,3,1,7,1,1,4,4,7,2,3,2,5,5,3,6,3,5,7,3,2,6,4,6,6,6,4,6,2
2439,Female,8,5,3,1,6,5,3,3,2,4,7,4,6,6,7,7,3,6,4,4,3,5,3,3,6,4,7,2,6
2440,Male,3,5,7,7,3,5,3,2,3,6,5,5,2,4,5,7,3,5,7,2,5,3,3,4,4,6,2,3,7
2441,Male,5,6,5,2,2,4,4,3,6,6,3,7,1,3,7,2,4,3,4,5,3,4,7,2,2,6,6,7,7
2442,Female,1,1,1,7,7,4,4,6,5,1,5,5,7,4,3,2,1,1,6,4,1,4,1,6,5,2,6,5,3
2443,Male,3,3,5,2,4,2,3,7,4,4,6,5,4,6,5,3,7,7,6,1,6,3,4,7,2,7,7,4,5
2444,Female,4,3,6,4,4,7,7,4,3,5,2,4,2,2,1,2,1,4,6,5,5,7,3,1,4,2,6,4,6
2445,Male,2,1,6,1,7,4,5,5,3,6,7,4,3,6,1,4,6,2,5,5,7,4,2,5,4,7,2,3,3
2446,Male,10,7,3,1,5,7,4,4,2,2,2,7,7,7,4,5,6,2,6,2,6,3,6,1,7,5,7,2,3
2447,Female,5,6,6,4,4,2,7,4,3,4,2,3,5,7,2,4,3,1,4,1,7,5,1,5,2,2,5,5,7
2448,Female,8,2,3,2,2,7,4,2,4,7,5,2,3,3,3,5,1,6,2,1,7,7,1,6,4,2,7,4,2
2449,Female,5,7,6,1,3,4,1,3,6,6,1,4,6,7,2,7,7,7,7,6,4,5,1,3,1,6,4,1,4
2450,Female,5,2,2,6,2,7,6,6,1,5,5,3,5,4,5,3,2,7,4,7,6,7,3,3,6,5,5,7,7
2451,Male,8,1,4,3,7,5,5,7,6,4,6,2,7,1,1,4,5,5,6,5,2,6,1,7,1,5,1,7,3
2452,Male,12,1,3,4,1,3,7,5,3,7,5,1,2,7,3,1,3,6,2,3,5,6,1,7,7,5,2,5,2
2453,Male,10,1,7,4,6,6,1,5,6,4,1,4,2,2,4,2,7,6,7,7,7,2,6,2,1,7,5,2,5
2454,Male,12,6,5,5,2,6,3,4,1,6,2,6,1,5,5,1,2,5,6,6,1,3,3,2,2,3,4,3,5
2455,Female,1,6,6,6,6,6,4,2,2,7,5,4,5,3,3,6,6,3,2,7,3,2,1,2,3,4,6,7,5
2456,Female,8,4,3,2,2,5,5,4,6,1,1,6,2,4,1,1,5,1,2,6,4,4,3,2,7,4,4,1,3
2457,Female,3,2,4,2,6,6,5,1,6,3,4,3,4,4,2,2,3,6,7,6,1,4,1,4,5,6,3,5,6
2458,Male,7,3,3,1,6,7,6,6,5,4,6,3,4,4,5,4,3,2,5,3,2,7,2,4,6,3,1,6,3
2459,Female,4,5,7,2,6,1,5,4,4,3,1,7,5,6,7,6,6,2,2,2,4,4,7,5,5,1,1,2,3
2460,Female,1,3,3,5,1,2,7,3,6,3,5,1,5,7,4,5,3,3,6,4,6,4,5,7,6,4,6,6,2
2461,Male,2,7,2,2,1,4,6,4,6,6,4,3,1,4,3,4,5,5,1,7,5,2,5,1,6,4,3,1,3
2462,Male,11,7,2,6,7,4,5,5,6,1,7,7,1,4,7,2,4,1,3,1,7,1,4,7,1,5,3,7,7
2463,Male,6,5,2,2,5,5,2,5,1,7,7,6,5,5,6,6,6,6,7,1,7,4,6,6,1,5,2,2,7
2464,Male,1,4,4,6,5,1,1,7,7,1,5,5,3,7,6,4,4,3,6,7,1,1,3,6,5,4,5,6,6
2465,Male,8,5,2,3,6,6,3,4,3,6,7,2,4,1,5,7,3,7,3,7,6,7,5,2,5,3,7,6,7
2466,Female,1,6,7,4,3,5,4,6,1,3,1,4,5,4,6,3,6,7,2,7,4,4,6,2,1,2,1,1,3
2467,Female,4,7,2,1,6,6,3,5,4,7,1,7,5,6,5,2,6,1,6,5,6,3,7,4,7,2,7,4,3
2468,Female,11,4,5,4,5,1,1,1,2,5,4,6,4,4,6,1,6,3,5,1,6,4,5,4,7,6,1,4,6
2469,Male,7,7,5,7,7,6,1,6,2,3,5,7,4,6,3,6,7,4,4,6,3,7,6,7,4,5,5,4,3
2470,Male,8,6,6,2,1,4,4,6,5,1,3,4,1,2,3,5,3,3,3,4,1,2,6,3,3,3,6,5,5
2471,Female,9,3,5,7,2,1,7,4,1,3,1,7,7,4,4,4,7,2,7,6,1,6,7,3,6,2,1,6,6
2472,Male,6,7,2,4,7,6,5,1,1,5,4,5,3,4,2,7,4,6,7,6,7,2,6,6,1,1,2,7,5
2473,Female,4,5,3,5,5,3,6,2,3,1,1,4,6,3,3,2,5,5,2,7,3,1,2,3,3,1,4,4,6
2474,Female,10,4,1,7,2,2,6,6,3,3,5,3,1,4,1,4,5,1,5,7,6,5,4,3,1,7,5,7,4
2475,Female,12,4,7,4,5,1,3,6,2,5,4,4,5,7,4,4,1,5,6,3,4,3,1,6,3,2,6,4,7
2476,Male,1,7,6,6,6,2,6,2,7,2,5,3,3,1,5,7,6,5,4,4,2,2,6,5,7,4,1,1,6
2477,Male,5,6,4,1,2,1,6,6,2,3,6,1,1,4,6,2,4,6,5,1,3,6,3,4,5,7,2,2,2
2478,Female,8,5,2,4,3,4,6,2,7,2,2,6,5,6,5,5,6,2,4,6,6,6,4,6,5,2,3,6,2
2479,Male,1,4,2,3,4,6,1,1,7,2,4,6,7,1,5,5,5,5,3,1,5,1,2,1,7,3,3,2,7
2480,Female,11,7,2,6,3,7,3,2,6,7,3,4,4,7,2,6,2,2,1,4,5,3,4,1,7,4,5,3,6
2481,Female,5,1,1,1,6,6,3,3,6,5,2,1,6,7,3,4,4,2,4,3,5,3,6,2,6,3,2,4,1
2482,Male,4,1,7,6,2,4,7,3,1,1,7,5,5,7,4,7,7,5,4,2,2,2,4,6,4,4,4,7,3
2483,Male,12,5,6,5,3,5,7,4,1,3,2,7,2,3,3,1,4,3,7,1,7,6,5,3,3,6,5,2,5
2484,Female,6,3,3,4,2,4,6,4,2,6,7,3,3,3,7,3,6,5,5,3,4,2,4,2,2,4,5,7,2
2485,Female,8,4,4,4,1,5,1,6,1,7,4,2,1,6,2,6,1,4,4,6,7,2,7,5,2,1,3,3,1
2486,Male,2,6,4,2,4,2,3,3,4,4,4,1,3,1,2,7,4,4,6,7,3,2,4,7,1,4,4,2,4
2487,Female,3,5,6,2,6,7,7,2,5,6,1,4,3,3,5,3,2,7,6,2,7,2,3,5,3,7,4,7,6
2488,Female,10,5,6,7,5,3,1,3,1,3,4,2,5,3,7,5,7,6,1,1,5,4,5,6,7,7,7,4,5
2489,Female,7,3,2,6,7,4,5,6,2,6,5,5,2,6,2,7,1,7,6,6,6,5,5,3,6,5,4,4,3
2490,Female,9,3,3,5,6,6,1,6,4,1,3,6,7,1,6,3,6,2,2,2,2,5,1,2,2,5,1,5,2
2491,Male,1,3,4,1,4,3,5,5,7,1,3,1,2,2,1,7,5,1,7,3,6,1,2,4,6,5,4,1,1
2492,Female,3,1,6,5,4,3,2,7,3,3,3,7,5,4,4,7,5,4,6,4,6,6,1,5,1,7,1,2,4
2493,Male,4,3,1,1,6,7,3,3,4,3,7,4,7,5,1,7,1,4,4,6,4,6,4,1,1,4,2,1,2
2494,Male,7,5,4,5,6,1,5,2,7,5,5,7,4,1,2,3,3,3,4,4,1,1,3,5,1,1,2,6,6
2495,Female,5,6,7,4,4,1,7,3,7,5,7,7,1,4,3,1,5,5,4,6,2,1,6,1,1,7,5,3,2
2496,Male,1,2,6,4,6,1,3,1,7,4,2,7,4,4,7,7,2,5,4,5,4,6,3,4,2,7,6,4,7
2497,Female,1,1,6,2,2,7,6,5,2,1,2,6,5,5,5,1,6,6,1,3,7,6,2,3,2,4,3,3,6
2498,Male,11,7,4,3,2,3,7,5,1,4,3,2,3,4,5,6,4,1,6,7,6,5,7,7,7,3,4,5,1
2499,Male,1,6,2,1,7,1,7,4,3,6,1,7,4,3,6,5,2,2,1,6,5,5,3,1,1,6,1,3,5
2500,Female,3,1,6,3,3,6,4,5,3,1,7,7,3,6,5,4,7,7,1,4,3,7,2,3,2,3,4,2,3
